customer_id,recency_days,frequency_count,monetary_value,r_score,f_score,m_score,rfm_segment,Cluster
13285,23,4,2709.12,4,4,5,445,1
15796,1,8,2708.61,5,5,5,555,2
13654,43,6,2707.33,3,5,5,355,1
14107,51,7,2703.23,3,5,5,355,1
14732,8,8,2702.49,5,5,5,555,2
17386,7,6,2686.42,5,5,5,555,2
12625,211,2,2683.82,1,3,5,135,1
13883,10,5,2674.48,5,4,5,545,2
18097,7,6,2662.4,5,5,5,555,2
14713,9,11,2662.2,5,5,5,555,2
12360,52,3,2662.06,3,3,5,335,1
14439,319,1,2661.24,1,2,5,125,0
15671,18,7,2657.13,4,5,5,455,2
12721,31,6,2656.13,4,5,5,455,1
13851,95,3,2651.46,2,3,5,235,1
16618,31,5,2647.59,4,4,5,445,1
13658,9,5,2639.17,5,4,5,545,2
17655,10,7,2638.94,5,5,5,555,2
13771,64,4,2634.45,3,4,5,345,1
12520,79,5,2634.26,2,4,5,245,1
17402,4,13,2633.85,5,5,5,555,2
18260,172,6,2628.35,2,5,5,255,1
15752,39,7,2626.6,3,5,5,355,1
13422,64,1,2626.3,3,2,5,325,1
13644,16,4,2624.26,4,4,5,445,1
17346,3,15,2622.88,5,5,5,555,2
18210,1,6,2621.38,5,5,5,555,2
16255,16,8,2619.91,4,5,5,455,2
14262,8,8,2618.23,5,5,5,555,2
13021,4,9,2616.38,5,5,5,555,2
15782,9,3,2614.74,5,3,5,535,1
14397,2,19,2612.96,5,5,5,555,2
18075,23,10,2611.75,4,5,5,455,2
12836,59,4,2610.36,3,4,5,345,1
12726,28,7,2609.1,4,5,5,455,2
13136,56,5,2607.61,3,4,5,345,1
13983,29,12,2603.43,4,5,5,455,2
17317,46,3,2600.34,3,3,5,335,1
17965,37,14,2599.19,3,5,5,355,2
12600,28,10,2599.04,4,5,5,455,2
14408,10,7,2599.03,5,5,5,555,2
13895,28,4,2593.07,4,4,5,445,1
16919,156,11,2592.25,2,5,5,255,1
16241,9,13,2590.31,5,5,5,555,2
14243,8,10,2588.77,5,5,5,555,2
13804,30,7,2588.39,4,5,5,455,2
18077,8,11,2584.41,5,5,5,555,2
13911,57,9,2580.91,3,5,5,355,1
14546,5,5,2573.93,5,4,5,545,2
18245,7,7,2567.06,5,5,5,555,2
15485,30,3,2564.5,4,3,5,435,1
16308,37,4,2560.0,3,4,5,345,1
15033,4,10,2557.18,5,5,5,555,2
16912,28,11,2555.58,4,5,5,455,2
14334,16,8,2552.21,4,5,5,455,2
14676,31,6,2548.24,4,5,5,455,1
14776,51,11,2538.3,3,5,5,355,2
17700,16,4,2534.64,4,4,5,445,1
15572,4,7,2533.42,5,5,5,555,2
14659,8,9,2529.93,5,5,5,555,2
17314,24,8,2527.92,4,5,5,455,2
14701,10,9,2526.09,5,5,5,555,2
13394,1,8,2520.02,5,5,5,555,2
17449,2,7,2519.21,5,5,5,555,2
15245,134,3,2515.84,2,3,5,235,1
13344,67,3,2511.69,3,3,5,335,1
12352,36,8,2506.04,3,5,5,355,2
13695,31,15,2504.13,4,5,5,455,2
13471,1,4,2501.84,5,4,5,545,2
15932,4,8,2495.87,5,5,5,555,2
16477,63,7,2494.46,3,5,5,355,1
15271,7,15,2493.34,5,5,5,555,2
12483,17,8,2484.98,4,5,5,455,2
12913,4,5,2483.63,5,4,5,545,2
12517,28,5,2481.6,4,4,5,445,1
14315,44,6,2481.13,3,5,5,355,1
13507,3,4,2479.16,5,4,5,545,2
13588,15,9,2478.95,4,5,5,455,2
17682,10,6,2474.33,5,5,5,555,2
17188,11,7,2474.23,5,5,5,555,2
14766,8,6,2473.37,5,5,5,555,2
16710,19,10,2467.99,4,5,5,455,2
17164,32,7,2467.35,4,5,5,455,1
12455,73,6,2466.86,2,5,5,255,1
17131,5,5,2463.17,5,4,5,545,2
15750,2,8,2463.05,5,5,5,555,2
13784,9,11,2462.79,5,5,5,555,2
13975,31,6,2461.24,4,5,5,455,1
15674,73,5,2446.6,2,4,5,245,1
14163,87,4,2445.91,2,4,5,245,1
14502,19,11,2429.83,4,5,5,455,2
17071,28,9,2429.03,4,5,5,455,2
15527,18,8,2428.53,4,5,5,455,2
13949,2,6,2427.32,5,5,5,555,2
16143,3,6,2424.94,5,5,5,555,2
17722,96,4,2424.04,2,4,5,245,1
15089,10,6,2420.84,5,4,5,545,2
15373,8,12,2415.91,5,5,5,555,2
12397,35,2,2409.9,3,3,5,335,1
17589,60,4,2404.17,3,4,5,345,1
15980,88,3,2398.86,2,4,5,245,1
18065,5,14,2392.83,5,5,5,555,2
13141,84,5,2388.75,2,4,5,245,1
15370,40,7,2386.05,3,5,5,355,1
14493,7,5,2383.24,5,4,5,545,2
14239,43,11,2380.85,3,5,5,355,2
15270,15,7,2379.49,4,5,5,455,2
13722,131,3,2375.41,2,4,5,245,1
17434,2,7,2373.82,5,5,5,555,2
13908,79,4,2369.55,2,4,5,245,1
17530,1,10,2367.12,5,5,5,555,2
15755,10,6,2364.25,5,5,5,555,2
12457,66,7,2363.23,3,5,5,355,1
14930,108,3,2362.96,2,4,5,245,1
14030,18,8,2358.84,4,5,5,455,2
17634,36,9,2358.59,3,5,5,355,2
14440,8,5,2357.68,5,4,5,545,2
15140,52,7,2354.25,3,5,5,355,1
14309,8,9,2352.53,5,5,5,555,2
12704,7,8,2340.84,5,5,5,555,2
18259,24,3,2338.6,4,4,5,445,1
12584,3,9,2338.15,5,5,5,555,2
18257,39,8,2337.63,3,5,5,355,1
15281,58,9,2332.15,3,5,5,355,1
12782,4,5,2330.92,5,4,5,545,2
15785,32,5,2328.97,4,4,5,445,1
17313,31,1,2328.84,4,2,5,425,1
17744,3,6,2322.4,5,5,5,555,2
17211,26,8,2317.22,4,5,5,455,2
14290,11,5,2314.65,5,4,5,545,2
15365,25,7,2314.32,4,5,5,455,2
17954,5,12,2314.13,5,5,5,555,2
13704,5,9,2308.06,5,5,5,555,2
15288,43,5,2306.52,3,4,5,345,1
16550,108,5,2298.97,2,4,5,245,1
15105,18,7,2298.93,4,5,5,455,2
13115,11,4,2294.78,5,4,5,545,1
15704,140,4,2293.62,2,4,5,245,1
12615,2,4,2291.19,5,4,5,545,2
17696,38,8,2285.71,3,5,5,355,1
12684,7,7,2283.63,5,5,5,555,2
14554,10,4,2279.49,5,4,5,545,1
13994,3,6,2274.14,5,5,5,555,2
13317,66,6,2273.68,3,5,5,355,1
14466,29,7,2272.4,4,5,5,455,1
16782,10,13,2267.95,5,5,5,555,2
16057,16,7,2263.12,4,5,5,455,2
16209,88,5,2262.62,2,4,5,245,1
16293,21,10,2248.99,4,5,5,455,2
13700,26,10,2248.63,4,5,5,455,2
17442,36,6,2248.56,3,5,5,355,1
14432,9,6,2248.5,5,5,5,555,2
15235,217,12,2247.51,1,5,5,155,1
16735,78,5,2247.41,2,4,5,245,1
16771,33,5,2242.61,3,4,5,345,1
13527,33,7,2242.36,3,5,5,355,1
14211,53,9,2241.1,3,5,5,355,1
14560,7,22,2237.77,5,5,5,555,2
16076,3,10,2234.73,5,5,5,555,2
18242,72,4,2232.49,2,4,5,245,1
12783,2,6,2225.91,5,5,5,555,2
13365,33,2,2225.37,3,2,5,325,1
15834,70,4,2225.15,3,4,5,345,1
15665,168,2,2222.21,2,2,5,225,1
14825,3,12,2221.01,5,5,5,555,2
15811,22,6,2218.62,4,5,5,455,1
12876,57,2,2218.02,3,2,5,325,1
14226,28,5,2214.79,4,4,5,445,1
16743,29,7,2213.13,4,5,5,455,1
15722,35,5,2211.21,3,4,5,345,1
12653,148,2,2209.85,2,2,5,225,1
13862,18,8,2209.36,4,5,5,455,2
15797,113,4,2207.4,2,4,5,245,1
15179,18,5,2206.95,4,4,5,445,1
17591,73,7,2203.67,2,5,5,255,1
15123,7,2,2199.31,5,2,5,525,1
13831,16,6,2198.45,4,5,5,455,2
14700,32,3,2195.1,3,4,5,345,1
16628,29,5,2188.05,4,4,5,445,1
17406,333,3,2184.42,1,4,5,145,1
15394,9,4,2183.54,5,4,5,545,1
12909,39,5,2178.67,3,4,5,345,1
12856,7,6,2170.78,5,5,5,555,2
12501,336,1,2169.39,1,2,5,125,0
14341,45,8,2166.98,3,5,5,355,1
12633,58,4,2163.98,3,4,5,345,1
12935,2,7,2160.7,5,5,5,555,2
16456,99,5,2158.18,2,4,5,245,1
14407,107,6,2157.73,2,5,5,255,1
16379,4,4,2157.4,5,4,5,545,2
13224,60,2,2155.95,3,2,5,325,1
16966,8,7,2154.97,5,5,5,555,2
17272,42,4,2148.63,3,4,5,345,1
14828,196,3,2139.76,1,4,5,145,1
12560,5,3,2134.01,5,4,5,545,1
13517,59,3,2128.42,3,4,5,345,1
18061,21,10,2119.41,4,5,5,455,2
13632,24,5,2118.93,4,4,5,445,1
14360,31,4,2118.03,4,4,5,445,1
18008,70,9,2116.19,3,5,5,355,1
14691,30,5,2114.33,4,4,5,445,1
13755,3,9,2108.06,5,5,5,555,2
14640,24,6,2107.38,4,5,5,455,1
18173,86,4,2106.84,2,4,5,245,1
18093,93,4,2106.52,2,4,5,245,1
14461,148,3,2103.06,2,4,5,245,1
15058,25,11,2102.54,4,5,5,455,2
15815,63,5,2100.6,3,4,5,345,1
13126,4,8,2099.64,5,5,5,555,2
12610,22,5,2099.54,4,4,5,445,1
17861,3,8,2097.88,5,5,5,555,2
17400,126,5,2097.84,2,4,5,245,1
16875,67,5,2095.53,3,4,5,345,1
17191,28,7,2093.68,4,5,5,455,1
14306,51,2,2093.32,3,2,5,325,1
13265,53,5,2092.66,3,4,5,345,1
17490,0,7,2092.32,5,5,5,555,2
13297,7,4,2089.85,5,4,5,545,2
13571,12,12,2088.94,4,5,5,455,2
18044,4,10,2088.6,5,5,5,555,2
14810,40,11,2085.33,3,5,5,355,2
16954,0,9,2085.08,5,5,5,555,2
17768,8,3,2081.9,5,4,5,545,1
16407,12,10,2079.68,5,5,5,555,2
14696,4,7,2078.95,5,5,5,555,2
14515,17,6,2076.89,4,5,5,455,2
14209,10,6,2073.43,5,5,5,555,2
18241,9,17,2073.09,5,5,5,555,2
18231,192,5,2071.77,1,4,5,145,1
18219,2,10,2069.77,5,5,5,555,2
12948,16,7,2064.95,4,5,5,455,2
12928,35,5,2062.7,3,4,5,345,1
16281,72,1,2062.06,2,2,5,225,1
14409,71,6,2059.45,3,5,5,355,1
12518,0,5,2056.89,5,4,5,545,2
17667,66,5,2055.51,3,4,4,344,1
14188,30,6,2054.36,4,5,4,454,1
16150,42,5,2053.02,3,4,4,344,1
17086,7,6,2050.08,5,5,4,554,2
17612,53,6,2048.45,3,5,4,354,1
14232,42,5,2048.07,3,4,4,344,1
18283,3,16,2045.53,5,5,4,554,2
13495,7,5,2044.87,5,4,4,544,2
17597,213,1,2044.37,1,2,4,124,0
13450,26,6,2043.72,4,5,4,454,1
14001,45,3,2043.08,3,4,4,344,1
12585,234,2,2040.1,1,3,4,134,1
17846,85,1,2033.1,2,2,4,224,1
13630,5,7,2031.78,5,5,4,554,2
16358,1,4,2027.5,5,4,4,544,2
16409,36,5,2022.98,3,4,4,344,1
14482,18,6,2022.81,4,5,4,454,1
15341,80,1,2020.52,2,2,4,224,1
17625,18,4,2020.4,4,4,4,444,1
13593,108,5,2011.88,2,4,4,244,1
18069,26,5,2009.24,4,4,4,444,1
15372,137,1,2007.4,2,2,4,224,0
16098,87,7,2005.63,2,5,4,254,1
14217,1,17,2004.98,5,5,4,554,2
14544,24,2,2004.3,4,3,4,434,1
17082,33,2,2003.85,3,3,4,334,1
16754,372,1,2002.4,1,2,4,124,0
18188,15,3,2001.04,4,4,4,444,1
13305,4,10,2000.86,5,5,4,554,2
16698,226,2,1998.0,1,3,4,134,1
17679,52,2,1992.11,3,3,4,334,1
17088,28,4,1991.01,4,4,4,444,1
17827,5,5,1987.33,5,4,4,544,2
13590,11,6,1981.92,5,5,4,554,2
17337,151,4,1981.06,2,4,4,244,1
14462,66,11,1980.57,3,5,4,354,1
13725,49,8,1980.56,3,5,4,354,1
17422,16,6,1979.37,4,5,4,454,2
18204,71,3,1975.35,3,4,4,344,1
17090,4,7,1974.65,5,5,4,554,2
15531,8,2,1972.39,5,3,4,534,1
16341,24,4,1971.87,4,4,4,444,1
12674,38,4,1970.6,3,4,4,344,1
17790,26,14,1964.3,4,5,4,454,2
17997,74,8,1962.46,2,5,4,254,1
13246,18,6,1961.52,4,5,4,454,1
14506,17,5,1960.65,4,4,4,444,1
14498,42,5,1957.32,3,4,4,344,1
12853,134,6,1957.1,2,5,4,254,1
15493,32,5,1953.41,3,4,4,344,1
17554,1,5,1952.45,5,4,4,544,2
17218,4,10,1951.97,5,5,4,554,2
14533,24,7,1949.72,4,5,4,454,1
15814,16,4,1945.33,4,4,4,444,1
14418,3,3,1937.25,5,4,4,544,2
15864,22,6,1936.32,4,5,4,454,1
15157,3,3,1936.07,5,4,4,544,2
15351,12,7,1934.66,5,5,4,554,2
12528,9,6,1933.48,5,5,4,554,2
14655,8,4,1932.23,5,4,4,544,1
13094,21,12,1927.32,4,5,4,454,2
14653,1,7,1926.65,5,5,4,554,2
15518,64,8,1921.55,3,5,4,354,1
14978,72,5,1921.37,2,4,4,244,1
14285,21,4,1910.01,4,4,4,444,1
17228,15,8,1906.09,4,5,4,454,2
16983,12,7,1905.87,5,5,4,554,2
14210,105,6,1905.84,2,5,4,254,1
15819,49,4,1905.45,3,4,4,344,1
16942,12,9,1904.99,5,5,4,554,2
14250,7,3,1904.05,5,4,4,544,1
12762,7,2,1898.52,5,3,4,534,1
14730,1,8,1897.57,5,5,4,554,2
14934,81,2,1890.94,2,3,4,234,1
12371,44,2,1887.96,3,3,4,334,1
15641,105,4,1887.2,2,4,4,244,1
16170,50,6,1885.05,3,5,4,354,1
13890,1,10,1883.81,5,5,4,554,2
16128,17,5,1880.22,4,4,4,444,1
17738,19,4,1879.05,4,4,4,444,1
17368,23,8,1878.87,4,5,4,454,2
15367,57,4,1877.59,3,4,4,344,1
17463,16,5,1875.86,4,4,4,444,1
16986,29,2,1873.2,4,3,4,434,1
13982,39,4,1871.81,3,4,4,344,1
15021,8,9,1871.77,5,5,4,554,2
17469,16,5,1870.97,4,4,4,444,1
16841,36,6,1869.82,3,5,4,354,1
17870,2,12,1865.89,5,5,4,554,2
16426,2,10,1863.76,5,5,4,554,2
16201,3,4,1863.47,5,4,4,544,2
14887,79,1,1862.0,2,2,4,224,1
12423,0,8,1859.31,5,5,4,554,2
14305,71,3,1858.96,3,4,4,344,1
12963,8,8,1856.63,5,5,4,554,2
17293,8,9,1854.06,5,5,4,554,2
14472,103,8,1852.67,2,5,4,254,1
16979,3,6,1852.0,5,5,4,554,2
12383,184,5,1850.56,1,4,4,144,1
17873,80,5,1848.96,2,4,4,244,1
12381,4,5,1845.31,5,4,4,544,2
17519,17,6,1844.02,4,5,4,454,1
14524,31,9,1843.83,4,5,4,454,2
18180,4,6,1843.75,5,5,4,554,2
12950,2,3,1843.0,5,4,4,544,2
16102,42,3,1842.14,3,4,4,344,1
16455,63,7,1841.18,3,5,4,354,1
14113,3,4,1840.42,5,4,4,544,2
14216,3,4,1839.3,5,4,4,544,2
13924,1,6,1838.85,5,5,4,554,2
17015,28,3,1838.61,4,4,4,444,1
14459,155,1,1837.92,2,2,4,224,0
18287,42,3,1837.28,3,4,4,344,1
13650,16,6,1836.34,4,5,4,454,1
15827,73,14,1836.09,2,5,4,254,2
14665,60,5,1835.7,3,4,4,344,1
13421,40,2,1833.71,3,3,4,334,1
16152,268,1,1829.04,1,2,4,124,0
15203,25,6,1827.8,4,5,4,454,1
17702,30,4,1824.37,4,4,4,444,1
16153,49,5,1824.23,3,4,4,344,1
17705,3,9,1823.52,5,5,4,554,2
16169,8,4,1822.97,5,4,4,544,1
17828,22,4,1820.09,4,4,4,444,1
13048,14,4,1819.41,4,4,4,444,1
17787,152,4,1817.54,2,4,4,244,1
17629,5,8,1814.12,5,5,4,554,2
15260,100,7,1810.77,2,5,4,254,1
16474,7,7,1810.65,5,5,4,554,2
13481,45,5,1804.56,3,4,4,344,1
17663,25,7,1802.91,4,5,4,454,1
15812,107,5,1801.14,2,4,4,244,1
16249,52,5,1800.07,3,4,4,344,1
13562,81,3,1799.33,2,4,4,244,1
13196,11,4,1797.78,5,4,4,544,1
17648,60,4,1797.5,3,4,4,344,1
12348,75,4,1797.24,2,4,4,244,1
18235,71,3,1796.48,2,4,4,244,1
13134,85,4,1793.58,2,4,4,244,1
18179,9,6,1793.17,5,5,4,554,2
18122,8,6,1793.06,5,5,4,554,2
13510,1,4,1791.56,5,4,4,544,2
12523,19,11,1789.77,4,5,4,454,2
14215,11,6,1789.72,5,5,4,554,2
14621,1,5,1788.36,5,4,4,544,2
13875,53,5,1786.79,3,4,4,344,1
14608,4,4,1785.15,5,4,4,544,2
14935,297,1,1784.71,1,2,4,124,0
15220,51,6,1778.96,3,5,4,354,1
12645,33,4,1775.18,3,4,4,344,1
17092,50,4,1774.03,3,4,4,344,1
15594,15,5,1771.78,4,4,4,444,1
15473,14,7,1771.2,4,5,4,454,2
16681,72,6,1770.34,2,5,4,254,1
16719,14,7,1770.22,4,5,4,454,2
13456,17,6,1766.72,4,5,4,454,1
16751,30,1,1764.72,4,2,4,424,1
12424,162,2,1760.96,2,3,4,234,1
12823,74,5,1759.5,2,4,4,244,1
12349,18,1,1757.55,4,2,4,424,1
15241,66,8,1756.44,3,5,4,354,1
16359,7,9,1750.92,5,5,4,554,2
13808,5,5,1747.66,5,4,4,544,2
15067,78,3,1744.76,2,4,4,244,1
15950,31,4,1744.71,4,4,4,444,1
16380,61,1,1743.15,3,2,4,324,1
13157,49,4,1741.22,3,4,4,344,1
14595,19,6,1740.6,4,5,4,454,1
17930,35,5,1740.48,3,4,4,344,1
17353,129,2,1740.0,2,3,4,234,1
17457,126,5,1737.7,2,4,4,244,1
15050,25,3,1737.69,4,4,4,444,1
14673,3,5,1736.4,5,4,4,544,2
17043,32,4,1735.18,4,4,4,444,1
14387,32,3,1727.6,4,4,4,444,1
13564,144,3,1724.67,2,4,4,244,1
17451,1,7,1721.4,5,5,4,554,2
14834,17,6,1720.3,4,5,4,454,1
15267,22,5,1717.36,4,4,4,444,1
17162,28,10,1715.46,4,5,4,454,2
13763,63,1,1714.96,3,2,4,324,1
17147,22,4,1714.59,4,4,4,444,1
14441,0,4,1712.89,5,4,4,544,2
17750,5,9,1710.45,5,5,4,554,2
12405,148,1,1710.39,2,2,4,224,0
15947,82,1,1708.24,2,2,4,224,1
12407,49,5,1708.12,3,4,4,344,1
16902,116,1,1706.88,2,2,4,224,0
15240,44,5,1706.57,3,4,4,344,1
16398,154,2,1705.8,2,3,4,234,1
16791,29,7,1705.78,4,5,4,454,1
12843,65,8,1702.26,3,5,4,354,1
17193,35,7,1699.3,3,5,4,354,1
13824,32,5,1698.94,4,4,4,444,1
17813,14,5,1698.07,4,4,4,444,1
12764,316,1,1693.88,1,2,4,124,0
16007,47,4,1693.81,3,4,4,344,1
14245,219,2,1693.45,1,3,4,134,1
16671,28,3,1692.27,4,4,4,444,1
16775,10,11,1691.51,5,5,4,554,2
15380,8,5,1690.26,5,4,4,544,2
17152,194,3,1689.5,1,4,4,144,1
12635,89,2,1689.18,2,3,4,234,1
13162,122,4,1688.29,2,4,4,244,1
13577,25,4,1687.6,4,4,4,444,1
17282,130,3,1685.46,2,4,4,244,1
15549,77,3,1681.46,2,4,4,244,1
16638,22,10,1680.72,4,5,4,454,2
13149,14,4,1676.06,4,4,4,444,1
17656,73,5,1674.69,2,4,4,244,1
13184,14,10,1668.95,4,5,4,454,2
17754,0,5,1664.65,5,4,4,544,2
12912,2,5,1662.3,5,4,4,544,2
12530,59,4,1662.28,3,4,4,344,1
15214,1,8,1661.44,5,5,4,554,2
15332,366,4,1661.06,1,4,4,144,1
12967,358,2,1660.9,1,3,4,134,0
16115,9,8,1660.88,5,5,4,554,2
14045,109,4,1659.75,2,4,4,244,1
15953,15,8,1657.28,4,5,4,454,2
15826,56,3,1654.31,3,3,4,334,1
16813,8,10,1652.18,5,5,4,554,2
16711,3,5,1651.03,5,4,4,544,2
14837,89,4,1649.5,2,4,4,244,1
13647,9,4,1648.12,5,4,4,544,1
17284,60,6,1647.48,3,5,4,354,1
13750,53,5,1647.26,3,4,4,344,1
13012,9,8,1646.84,5,5,4,554,2
12657,11,4,1643.18,5,4,4,544,1
15002,115,4,1641.76,2,4,4,244,1
14573,179,9,1639.82,1,5,4,154,1
13627,59,5,1638.47,3,4,4,344,1
15024,9,10,1636.43,5,5,4,554,2
12398,45,1,1635.66,3,2,4,324,1
15122,114,3,1633.78,2,3,4,234,1
14164,70,2,1631.77,3,2,4,324,1
12377,315,2,1628.12,1,3,4,134,0
14759,4,3,1625.97,5,3,4,534,1
13425,108,3,1624.21,2,3,4,234,1
16515,52,5,1624.14,3,4,4,344,1
15172,8,5,1624.05,5,4,4,544,2
14937,56,3,1621.88,3,3,4,334,1
17101,10,4,1621.73,5,4,4,544,1
18161,15,5,1618.69,4,4,4,444,1
16987,3,7,1616.8,5,5,4,554,2
14336,16,4,1614.91,4,4,4,444,1
16992,10,5,1614.31,5,4,4,544,1
15791,43,2,1612.69,3,3,4,334,1
14312,46,6,1611.59,3,5,4,354,1
14918,115,2,1610.15,2,3,4,234,1
12868,185,6,1607.06,1,5,4,154,1
16817,2,9,1604.75,5,5,4,554,2
12947,143,6,1603.99,2,5,4,254,1
15660,25,9,1600.86,4,5,4,454,2
14178,8,7,1600.26,5,5,4,554,2
16496,8,3,1599.52,5,3,4,534,1
16466,33,7,1595.96,3,5,4,354,1
13850,129,1,1595.48,2,2,4,224,0
17673,1,6,1594.97,5,5,4,554,2
16801,163,4,1594.23,2,4,4,244,1
16676,33,4,1592.12,3,4,4,344,1
14970,68,4,1592.06,3,4,4,344,1
15611,9,13,1591.45,5,5,4,554,2
18178,128,4,1590.81,2,4,4,244,1
14442,204,2,1589.82,1,2,4,124,1
13614,24,4,1585.46,4,4,4,444,1
16332,28,7,1582.8,4,5,4,454,1
12393,72,4,1582.6,2,4,4,244,1
14719,1,5,1581.84,5,4,4,544,2
14587,18,9,1580.29,4,5,4,454,2
12607,60,1,1579.51,3,2,4,324,1
13814,92,2,1579.12,2,3,4,234,1
16889,194,3,1578.67,1,3,4,134,1
13186,39,3,1575.89,3,3,4,334,1
17671,15,4,1572.71,4,4,4,444,1
16283,5,5,1570.81,5,4,4,544,2
12865,26,2,1568.23,4,3,4,434,1
15906,19,7,1567.69,4,5,4,454,1
15111,29,3,1567.48,4,3,4,434,1
15532,25,4,1564.73,4,4,4,444,1
17204,175,4,1564.56,2,4,4,244,1
13659,205,2,1563.0,1,2,4,124,1
17085,123,5,1562.4,2,4,4,244,1
18239,218,5,1561.61,1,4,4,144,1
14038,78,3,1560.38,2,3,4,234,1
16394,56,5,1555.34,3,4,4,344,1
13313,22,5,1555.32,4,4,4,444,1
15620,56,3,1553.18,3,3,4,334,1
15117,14,5,1551.78,4,4,4,444,1
13634,33,5,1547.36,3,4,4,344,1
14229,51,3,1547.2,3,3,4,334,1
16790,3,6,1545.62,5,5,4,554,2
16369,18,3,1545.41,4,3,4,434,1
13397,72,5,1544.13,2,4,4,244,1
12818,261,1,1542.08,1,2,4,124,0
17837,42,8,1541.23,3,5,4,354,1
16365,17,9,1540.42,4,5,4,454,2
17159,21,3,1538.88,4,3,4,434,1
13849,51,2,1537.95,3,3,4,334,1
12877,3,12,1535.77,5,5,4,554,2
15392,4,4,1535.53,5,4,4,544,2
15625,103,4,1534.26,2,4,4,244,1
13320,78,4,1532.2,2,4,4,244,1
13107,44,4,1531.62,3,4,4,344,1
12759,52,3,1531.44,3,3,4,334,1
14321,10,5,1530.75,5,4,4,544,1
14567,56,2,1530.36,3,3,4,334,1
15701,2,4,1529.0,5,4,4,544,2
16244,211,2,1522.75,1,3,4,134,1
16066,16,5,1521.04,4,4,4,444,1
13213,56,5,1520.58,3,4,4,344,1
13764,70,3,1519.42,3,3,4,334,1
14267,162,3,1516.24,2,3,4,234,1
13791,127,2,1516.0,2,3,4,234,1
16748,17,5,1515.9,4,4,4,444,1
16053,32,2,1511.95,3,3,4,334,1
16434,29,7,1511.8,4,5,4,454,1
16910,4,8,1508.96,5,5,4,554,2
15265,151,2,1506.12,2,3,4,234,1
12937,15,4,1504.27,4,4,4,444,1
15916,16,8,1502.86,4,5,4,454,2
16279,21,3,1502.78,4,3,4,434,1
13810,28,3,1499.01,4,3,4,434,1
15530,21,4,1497.31,4,4,4,444,1
14414,91,7,1496.98,2,5,4,254,1
14704,11,9,1493.96,5,5,4,554,2
17002,85,3,1493.73,2,3,4,234,1
16880,30,7,1491.43,4,5,4,454,1
15057,275,2,1489.5,1,3,4,134,0
13110,31,7,1488.67,4,5,4,454,1
13692,24,3,1488.32,4,3,4,434,1
17553,129,1,1487.6,2,2,4,224,0
14758,144,4,1484.06,2,4,4,244,1
16395,60,5,1482.06,3,4,4,344,1
18016,32,5,1477.66,3,4,4,344,1
14878,12,9,1476.09,5,5,4,554,2
14403,130,4,1475.81,2,4,4,244,1
16755,114,3,1475.43,2,3,4,234,1
12826,2,7,1474.72,5,5,4,554,2
14246,110,3,1474.06,2,3,4,234,1
14963,9,5,1472.34,5,4,4,544,1
15128,60,4,1471.0,3,4,4,344,1
17590,2,3,1468.02,5,3,4,534,2
16016,3,8,1465.51,5,5,4,554,2
14875,107,2,1465.32,2,2,4,224,1
15983,22,4,1465.12,4,4,4,444,1
12882,9,2,1463.04,5,2,4,524,1
14233,49,4,1462.72,3,4,4,344,1
17063,21,7,1461.14,4,5,4,454,1
16996,30,6,1456.96,4,5,4,454,1
13309,7,5,1456.79,5,4,4,544,2
13477,37,6,1454.58,3,5,4,354,1
14541,58,8,1453.35,3,5,4,354,1
16059,65,6,1453.16,3,5,4,354,1
14404,33,6,1449.32,3,5,4,354,1
14740,197,3,1448.21,1,3,4,134,1
17073,17,4,1446.09,4,4,4,444,1
13717,32,6,1445.01,4,5,4,454,1
13461,38,3,1445.0,3,3,4,334,1
17175,44,4,1443.69,3,4,4,344,1
14071,3,8,1437.57,5,5,4,554,2
15987,12,7,1432.77,5,5,4,554,2
14566,110,1,1432.0,2,2,4,224,0
16503,106,4,1431.93,2,4,4,244,1
13475,191,4,1431.78,1,4,4,144,1
15427,33,3,1430.54,3,3,4,334,1
16103,7,6,1429.64,5,5,4,554,2
13159,8,4,1429.35,5,4,4,544,1
14035,28,5,1428.02,4,4,4,444,1
15858,15,5,1427.57,4,4,4,444,1
15681,25,5,1426.16,4,4,4,444,1
17571,50,4,1425.67,3,4,4,344,1
15106,17,5,1422.52,4,4,4,444,1
16463,21,4,1422.4,4,4,4,444,1
16571,26,3,1421.69,4,3,4,434,1
14019,46,3,1421.61,3,3,4,334,1
14901,11,9,1421.29,5,5,4,554,2
14443,53,4,1420.2,3,4,4,344,1
16173,15,6,1418.32,4,5,4,454,1
17856,1,4,1418.03,5,4,4,544,2
17288,9,7,1417.63,5,5,4,554,2
14748,29,5,1415.75,4,4,4,444,1
16348,32,7,1415.65,4,5,4,454,1
16012,35,3,1415.29,3,3,4,334,1
16245,23,3,1413.66,4,3,4,434,1
15237,1,4,1412.32,5,4,4,544,2
15444,9,2,1411.21,5,3,4,534,1
15596,100,5,1406.59,2,4,4,244,1
17083,109,3,1405.78,2,3,4,234,1
16271,2,5,1404.64,5,4,4,544,2
15426,19,5,1404.07,4,4,4,444,1
18116,67,8,1403.11,3,5,4,354,1
14649,4,4,1402.59,5,4,4,544,2
15563,22,4,1400.44,4,4,4,444,1
14741,11,6,1400.34,5,5,4,554,2
15478,40,2,1399.92,3,3,4,334,1
18202,199,3,1396.99,1,3,4,134,1
13995,15,5,1393.69,4,4,4,444,1
17354,50,1,1393.06,3,2,4,324,1
