"customer_id","recency_days","frequency_count","monetary_value","r_score","f_score","m_score","rfm_segment"
"15241","66","8","1756.44","3","5","4","354"
"16359","7","9","1750.92","5","5","4","554"
"13808","5","5","1747.66","5","4","4","544"
"15067","78","3","1744.76","2","4","4","244"
"15950","31","4","1744.71","4","4","4","444"
"16380","61","1","1743.15","3","2","4","324"
"13157","49","4","1741.22","3","4","4","344"
"14595","19","6","1740.60","4","5","4","454"
"17930","35","5","1740.48","3","4","4","344"
"17353","129","2","1740.00","2","3","4","234"
"17457","126","5","1737.70","2","4","4","244"
"15050","25","3","1737.69","4","4","4","444"
"14673","3","5","1736.40","5","4","4","544"
"17043","32","4","1735.18","4","4","4","444"
"14387","32","3","1727.60","4","4","4","444"
"13564","144","3","1724.67","2","4","4","244"
"17451","1","7","1721.40","5","5","4","554"
"14834","17","6","1720.30","4","5","4","454"
"15267","22","5","1717.36","4","4","4","444"
"17162","28","10","1715.46","4","5","4","454"
"13763","63","1","1714.96","3","2","4","324"
"17147","22","4","1714.59","4","4","4","444"
"14441","0","4","1712.89","5","4","4","544"
"17750","5","9","1710.45","5","5","4","554"
"12405","148","1","1710.39","2","2","4","224"
"15947","82","1","1708.24","2","2","4","224"
"12407","49","5","1708.12","3","4","4","344"
"16902","116","1","1706.88","2","2","4","224"
"15240","44","5","1706.57","3","4","4","344"
"16398","154","2","1705.80","2","3","4","234"
"16791","29","7","1705.78","4","5","4","454"
"12843","65","8","1702.26","3","5","4","354"
"17193","35","7","1699.30","3","5","4","354"
"13824","32","5","1698.94","4","4","4","444"
"17813","14","5","1698.07","4","4","4","444"
"12764","316","1","1693.88","1","2","4","124"
"16007","47","4","1693.81","3","4","4","344"
"14245","219","2","1693.45","1","3","4","134"
"16671","28","3","1692.27","4","4","4","444"
"16775","10","11","1691.51","5","5","4","554"
"15380","8","5","1690.26","5","4","4","544"
"17152","194","3","1689.50","1","4","4","144"
"12635","89","2","1689.18","2","3","4","234"
"13162","122","4","1688.29","2","4","4","244"
"13577","25","4","1687.60","4","4","4","444"
"17282","130","3","1685.46","2","4","4","244"
"15549","77","3","1681.46","2","4","4","244"
"16638","22","10","1680.72","4","5","4","454"
"13149","14","4","1676.06","4","4","4","444"
"17656","73","5","1674.69","2","4","4","244"
"13184","14","10","1668.95","4","5","4","454"
"17754","0","5","1664.65","5","4","4","544"
"12912","2","5","1662.30","5","4","4","544"
"12530","59","4","1662.28","3","4","4","344"
"15214","1","8","1661.44","5","5","4","554"
"15332","366","4","1661.06","1","4","4","144"
"12967","358","2","1660.90","1","3","4","134"
"16115","9","8","1660.88","5","5","4","554"
"14045","109","4","1659.75","2","4","4","244"
"15953","15","8","1657.28","4","5","4","454"
"15826","56","3","1654.31","3","3","4","334"
"16813","8","10","1652.18","5","5","4","554"
"16711","3","5","1651.03","5","4","4","544"
"14837","89","4","1649.50","2","4","4","244"
"13647","9","4","1648.12","5","4","4","544"
"17284","60","6","1647.48","3","5","4","354"
"13750","53","5","1647.26","3","4","4","344"
"13012","9","8","1646.84","5","5","4","554"
"12657","11","4","1643.18","5","4","4","544"
"15002","115","4","1641.76","2","4","4","244"
"14573","179","9","1639.82","1","5","4","154"
"13627","59","5","1638.47","3","4","4","344"
"15024","9","10","1636.43","5","5","4","554"
"12398","45","1","1635.66","3","2","4","324"
"15122","114","3","1633.78","2","3","4","234"
"14164","70","2","1631.77","3","2","4","324"
"12377","315","2","1628.12","1","3","4","134"
"14759","4","3","1625.97","5","3","4","534"
"13425","108","3","1624.21","2","3","4","234"
"16515","52","5","1624.14","3","4","4","344"
"15172","8","5","1624.05","5","4","4","544"
"14937","56","3","1621.88","3","3","4","334"
"17101","10","4","1621.73","5","4","4","544"
"18161","15","5","1618.69","4","4","4","444"
"16987","3","7","1616.80","5","5","4","554"
"14336","16","4","1614.91","4","4","4","444"
"16992","10","5","1614.31","5","4","4","544"
"15791","43","2","1612.69","3","3","4","334"
"14312","46","6","1611.59","3","5","4","354"
"14918","115","2","1610.15","2","3","4","234"
"12868","185","6","1607.06","1","5","4","154"
"16817","2","9","1604.75","5","5","4","554"
"12947","143","6","1603.99","2","5","4","254"
"15660","25","9","1600.86","4","5","4","454"
"14178","8","7","1600.26","5","5","4","554"
"16496","8","3","1599.52","5","3","4","534"
"16466","33","7","1595.96","3","5","4","354"
"13850","129","1","1595.48","2","2","4","224"
"17673","1","6","1594.97","5","5","4","554"
"16801","163","4","1594.23","2","4","4","244"
"16676","33","4","1592.12","3","4","4","344"
"14970","68","4","1592.06","3","4","4","344"
"15611","9","13","1591.45","5","5","4","554"
"18178","128","4","1590.81","2","4","4","244"
"14442","204","2","1589.82","1","2","4","124"
"13614","24","4","1585.46","4","4","4","444"
"16332","28","7","1582.80","4","5","4","454"
"12393","72","4","1582.60","2","4","4","244"
"14719","1","5","1581.84","5","4","4","544"
"14587","18","9","1580.29","4","5","4","454"
"12607","60","1","1579.51","3","2","4","324"
"13814","92","2","1579.12","2","3","4","234"
"16889","194","3","1578.67","1","3","4","134"
"13186","39","3","1575.89","3","3","4","334"
"17671","15","4","1572.71","4","4","4","444"
"16283","5","5","1570.81","5","4","4","544"
"12865","26","2","1568.23","4","3","4","434"
"15906","19","7","1567.69","4","5","4","454"
"15111","29","3","1567.48","4","3","4","434"
"15532","25","4","1564.73","4","4","4","444"
"17204","175","4","1564.56","2","4","4","244"
"13659","205","2","1563.00","1","2","4","124"
"17085","123","5","1562.40","2","4","4","244"
"18239","218","5","1561.61","1","4","4","144"
"14038","78","3","1560.38","2","3","4","234"
"16394","56","5","1555.34","3","4","4","344"
"13313","22","5","1555.32","4","4","4","444"
"15620","56","3","1553.18","3","3","4","334"
"15117","14","5","1551.78","4","4","4","444"
"13634","33","5","1547.36","3","4","4","344"
"14229","51","3","1547.20","3","3","4","334"
"16790","3","6","1545.62","5","5","4","554"
"16369","18","3","1545.41","4","3","4","434"
"13397","72","5","1544.13","2","4","4","244"
"12818","261","1","1542.08","1","2","4","124"
"17837","42","8","1541.23","3","5","4","354"
"16365","17","9","1540.42","4","5","4","454"
"17159","21","3","1538.88","4","3","4","434"
"13849","51","2","1537.95","3","3","4","334"
"12877","3","12","1535.77","5","5","4","554"
"15392","4","4","1535.53","5","4","4","544"
"15625","103","4","1534.26","2","4","4","244"
"13320","78","4","1532.20","2","4","4","244"
"13107","44","4","1531.62","3","4","4","344"
"12759","52","3","1531.44","3","3","4","334"
"14321","10","5","1530.75","5","4","4","544"
"14567","56","2","1530.36","3","3","4","334"
"15701","2","4","1529.00","5","4","4","544"
"16244","211","2","1522.75","1","3","4","134"
"16066","16","5","1521.04","4","4","4","444"
"13213","56","5","1520.58","3","4","4","344"
"13764","70","3","1519.42","3","3","4","334"
"14267","162","3","1516.24","2","3","4","234"
"13791","127","2","1516.00","2","3","4","234"
"16748","17","5","1515.90","4","4","4","444"
"16053","32","2","1511.95","3","3","4","334"
"16434","29","7","1511.80","4","5","4","454"
"16910","4","8","1508.96","5","5","4","554"
"15265","151","2","1506.12","2","3","4","234"
"12937","15","4","1504.27","4","4","4","444"
"15916","16","8","1502.86","4","5","4","454"
"16279","21","3","1502.78","4","3","4","434"
"13810","28","3","1499.01","4","3","4","434"
"15530","21","4","1497.31","4","4","4","444"
"14414","91","7","1496.98","2","5","4","254"
"14704","11","9","1493.96","5","5","4","554"
"17002","85","3","1493.73","2","3","4","234"
"16880","30","7","1491.43","4","5","4","454"
"15057","275","2","1489.50","1","3","4","134"
"13110","31","7","1488.67","4","5","4","454"
"13692","24","3","1488.32","4","3","4","434"
"17553","129","1","1487.60","2","2","4","224"
"14758","144","4","1484.06","2","4","4","244"
"16395","60","5","1482.06","3","4","4","344"
"18016","32","5","1477.66","3","4","4","344"
"14878","12","9","1476.09","5","5","4","554"
"14403","130","4","1475.81","2","4","4","244"
"16755","114","3","1475.43","2","3","4","234"
"12826","2","7","1474.72","5","5","4","554"
"14246","110","3","1474.06","2","3","4","234"
"14963","9","5","1472.34","5","4","4","544"
"15128","60","4","1471.00","3","4","4","344"
"17590","2","3","1468.02","5","3","4","534"
"16016","3","8","1465.51","5","5","4","554"
"14875","107","2","1465.32","2","2","4","224"
"15983","22","4","1465.12","4","4","4","444"
"12882","9","2","1463.04","5","2","4","524"
"14233","49","4","1462.72","3","4","4","344"
"17063","21","7","1461.14","4","5","4","454"
"16996","30","6","1456.96","4","5","4","454"
"13309","7","5","1456.79","5","4","4","544"
"13477","37","6","1454.58","3","5","4","354"
"14541","58","8","1453.35","3","5","4","354"
"16059","65","6","1453.16","3","5","4","354"
"14404","33","6","1449.32","3","5","4","354"
"14740","197","3","1448.21","1","3","4","134"
"17073","17","4","1446.09","4","4","4","444"
"13717","32","6","1445.01","4","5","4","454"
"13461","38","3","1445.00","3","3","4","334"
"17175","44","4","1443.69","3","4","4","344"
"14071","3","8","1437.57","5","5","4","554"
"15987","12","7","1432.77","5","5","4","554"
"14566","110","1","1432.00","2","2","4","224"
"16503","106","4","1431.93","2","4","4","244"
"13475","191","4","1431.78","1","4","4","144"
"15427","33","3","1430.54","3","3","4","334"
"16103","7","6","1429.64","5","5","4","554"
"13159","8","4","1429.35","5","4","4","544"
"14035","28","5","1428.02","4","4","4","444"
"15858","15","5","1427.57","4","4","4","444"
"15681","25","5","1426.16","4","4","4","444"
"17571","50","4","1425.67","3","4","4","344"
"15106","17","5","1422.52","4","4","4","444"
"16463","21","4","1422.40","4","4","4","444"
"16571","26","3","1421.69","4","3","4","434"
"14019","46","3","1421.61","3","3","4","334"
"14901","11","9","1421.29","5","5","4","554"
"14443","53","4","1420.20","3","4","4","344"
"16173","15","6","1418.32","4","5","4","454"
"17856","1","4","1418.03","5","4","4","544"
"17288","9","7","1417.63","5","5","4","554"
"14748","29","5","1415.75","4","4","4","444"
"16348","32","7","1415.65","4","5","4","454"
"16012","35","3","1415.29","3","3","4","334"
"16245","23","3","1413.66","4","3","4","434"
"15237","1","4","1412.32","5","4","4","544"
"15444","9","2","1411.21","5","3","4","534"
"15596","100","5","1406.59","2","4","4","244"
"17083","109","3","1405.78","2","3","4","234"
"16271","2","5","1404.64","5","4","4","544"
"15426","19","5","1404.07","4","4","4","444"
"18116","67","8","1403.11","3","5","4","354"
"14649","4","4","1402.59","5","4","4","544"
"15563","22","4","1400.44","4","4","4","444"
"14741","11","6","1400.34","5","5","4","554"
"15478","40","2","1399.92","3","3","4","334"
"18202","199","3","1396.99","1","3","4","134"
"13995","15","5","1393.69","4","4","4","444"
"17354","50","1","1393.06","3","2","4","324"
"15810","78","4","1391.98","2","4","4","244"
"13414","133","3","1390.50","2","3","4","234"
"13516","21","3","1389.41","4","3","4","434"
"16539","2","4","1388.81","5","4","4","544"
"15134","14","8","1387.99","4","5","4","454"
"12952","5","4","1387.79","5","4","4","544"
"12775","17","5","1386.04","4","4","4","444"
"13308","22","3","1385.51","4","3","4","434"
"18167","23","3","1384.86","4","3","4","434"
"17311","78","2","1384.85","2","3","4","234"
"13572","205","1","1384.25","1","2","4","124"
"15898","1","5","1383.83","5","4","4","544"
"15051","23","3","1383.36","4","3","4","434"
"14116","19","5","1382.74","4","4","4","444"
"16389","53","4","1382.07","3","4","4","344"
"17621","21","3","1379.90","4","3","4","434"
"12886","67","2","1378.40","3","3","4","334"
"15569","103","5","1375.71","2","4","4","244"
"14434","21","6","1372.80","4","5","4","454"
"15453","1","7","1371.77","5","5","4","554"
"17676","4","6","1371.18","5","5","4","554"
"15095","103","4","1370.60","2","4","4","244"
"14507","23","6","1367.88","4","5","4","454"
"13813","39","4","1366.86","3","4","4","344"
"14897","7","4","1366.38","5","4","4","544"
"13396","29","2","1360.99","4","3","4","434"
"16726","26","5","1358.74","4","4","4","444"
"17054","28","5","1356.33","4","4","4","444"
"14859","12","4","1353.74","5","4","4","544"
"15116","17","4","1352.75","4","4","4","444"
"16079","16","3","1352.00","4","3","4","434"
"16493","79","4","1351.63","2","4","4","244"
"12770","210","1","1351.45","1","2","4","124"
"15411","26","4","1348.93","4","4","4","444"
"16669","23","3","1348.88","4","3","4","434"
"12646","4","2","1346.97","5","3","4","534"
"14154","239","2","1345.62","1","3","4","134"
"15398","16","2","1345.53","4","3","4","434"
"12463","53","4","1344.78","3","4","4","344"
"16317","119","3","1341.65","2","3","4","234"
"13743","2","7","1341.60","5","5","4","554"
"18177","31","6","1340.87","4","5","4","454"
"16045","119","4","1340.70","2","4","4","244"
"13501","288","1","1340.32","1","2","4","124"
"15734","114","2","1339.45","2","3","4","234"
"12620","14","3","1339.41","4","3","4","434"
"15059","40","9","1337.72","3","5","4","354"
"17372","40","8","1337.18","3","5","4","354"
"12919","8","6","1335.19","5","5","4","554"
"14064","29","5","1334.34","4","4","4","444"
"15680","9","3","1333.68","5","3","4","534"
"17932","29","3","1331.57","4","3","4","434"
"12676","24","6","1331.39","4","5","4","454"
"16295","9","4","1328.55","5","4","4","544"
"13232","12","7","1328.35","5","5","4","554"
"15146","164","2","1327.16","2","3","4","234"
"17633","31","4","1324.84","4","4","4","444"
"17095","22","3","1324.16","4","3","4","434"
"16110","45","3","1320.95","3","3","4","334"
"14591","15","4","1320.21","4","4","4","444"
"14794","2","7","1319.91","5","5","4","554"
"16083","100","2","1317.62","2","3","4","234"
"12526","0","3","1316.66","5","3","4","534"
"12854","78","3","1316.25","2","3","4","234"
"14921","30","2","1316.07","4","3","4","434"
"12576","35","5","1315.83","3","4","4","344"
"14511","11","5","1314.81","5","4","4","544"
"14738","42","7","1314.45","3","5","4","354"
"14973","107","3","1314.45","2","3","4","234"
"16040","65","3","1313.55","3","3","4","334"
"12364","7","4","1313.10","5","4","4","544"
"17004","46","2","1312.14","3","3","4","334"
"12516","77","2","1312.06","2","3","4","234"
"14477","19","4","1309.60","4","4","4","444"
"16120","59","4","1309.14","3","4","4","344"
"14047","8","5","1308.61","5","4","4","544"
"13328","316","1","1308.48","1","2","4","124"
"14297","17","4","1305.33","4","4","4","444"
"12507","134","3","1304.81","2","3","4","234"
"17919","88","1","1304.04","2","2","4","224"
"15813","207","2","1303.91","1","2","4","124"
"16370","82","4","1301.91","2","4","4","244"
"15108","141","4","1300.25","2","4","4","244"
"13168","36","4","1299.59","3","4","4","344"
"12488","9","3","1298.66","5","3","4","534"
"16464","19","3","1298.66","4","3","4","434"
"12372","71","3","1298.04","3","3","4","334"
"15602","8","9","1297.87","5","5","4","554"
"17961","21","39","1296.44","4","5","4","454"
"16929","3","7","1295.39","5","5","4","554"
"16224","57","4","1295.30","3","4","4","344"
"15621","4","4","1293.03","5","4","4","544"
"16744","11","7","1291.91","5","5","4","554"
"16101","70","1","1290.70","3","2","4","324"
"14856","36","3","1290.53","3","3","4","334"
"15171","331","1","1289.50","1","2","4","124"
"15136","2","4","1286.70","5","4","4","544"
"16949","3","6","1286.27","5","5","4","554"
"17802","82","3","1285.04","2","3","4","234"
"17350","8","4","1281.32","5","4","4","544"
"13538","43","7","1280.85","3","5","4","354"
"15494","21","2","1280.58","4","2","4","424"
"16951","134","3","1277.75","2","3","4","234"
"16692","256","2","1276.00","1","2","4","124"
"12394","63","2","1272.48","3","2","4","324"
"13878","54","1","1271.57","3","2","4","324"
"16899","7","6","1271.06","5","5","4","554"
"12630","9","2","1270.88","5","3","4","534"
"13492","136","3","1269.84","2","3","4","234"
"14898","23","6","1269.31","4","5","4","454"
"13431","67","2","1269.10","3","3","4","334"
"14916","70","4","1268.98","3","4","4","344"
"15199","59","4","1268.70","3","4","4","344"
"16660","16","4","1267.65","4","4","4","444"
"17037","87","1","1267.32","2","2","4","224"
"17158","32","3","1266.97","3","3","4","334"
"14105","239","1","1266.23","1","2","4","124"
"13989","65","2","1266.08","3","3","4","334"
"16842","100","3","1264.19","2","3","4","234"
"15497","17","2","1262.20","4","3","4","434"
"16688","1","4","1260.86","5","4","4","544"
"17388","77","4","1259.56","2","4","4","244"
"15009","12","3","1259.43","5","3","4","534"
"14669","241","3","1259.24","1","3","4","134"
"17019","11","4","1258.08","5","4","4","544"
"17412","2","7","1258.06","5","5","4","554"
"13151","295","1","1257.87","1","2","4","124"
"14931","4","5","1257.68","5","4","4","544"
"16639","31","3","1257.51","4","3","4","434"
"17481","3","4","1255.59","5","4","4","544"
"13848","92","3","1255.00","2","3","4","234"
"17262","52","5","1253.36","3","4","4","344"
"14383","38","3","1247.69","3","3","4","334"
"12689","25","2","1247.61","4","3","4","434"
"13029","30","3","1247.50","4","3","4","434"
"12494","15","7","1246.10","4","5","4","454"
"13860","1","5","1245.90","5","4","4","544"
"16531","22","7","1244.59","4","5","4","454"
"17584","7","2","1242.30","5","3","4","534"
"17588","100","3","1240.20","2","3","4","234"
"17731","79","4","1240.11","2","4","4","244"
"12985","0","2","1239.38","5","3","4","534"
"13476","178","2","1238.47","2","3","4","234"
"14893","9","2","1237.85","5","3","4","534"
"13931","95","2","1237.53","2","3","4","234"
"15201","87","5","1236.54","2","4","4","244"
"18080","18","2","1231.50","4","3","4","434"
"18171","58","5","1231.31","3","4","4","344"
"15910","0","8","1228.88","5","5","4","554"
"14913","35","4","1227.43","3","4","4","344"
"12997","22","4","1226.89","4","4","4","444"
"12412","74","3","1226.88","2","3","4","234"
"15841","72","4","1224.06","2","4","4","244"
"14428","7","5","1224.06","5","4","4","544"
"15376","40","3","1221.56","3","3","4","334"
"15004","147","1","1220.77","2","2","4","224"
"14745","112","5","1220.26","2","4","4","244"
"15227","36","5","1219.40","3","4","4","344"
"13208","58","6","1217.65","3","5","4","354"
"14698","1","5","1217.27","5","4","4","544"
"13491","51","10","1215.82","3","5","4","354"
"17410","16","5","1214.72","4","4","4","444"
"13055","78","3","1214.41","2","3","4","234"
"17774","96","4","1213.73","2","4","4","244"
"18263","25","3","1213.16","4","3","4","434"
"13918","49","2","1212.84","3","2","4","324"
"16653","16","2","1212.66","4","2","4","424"
"12464","10","8","1212.05","5","5","4","554"
"17653","36","4","1207.56","3","4","4","344"
"16762","19","3","1207.24","4","3","4","434"
"14684","25","5","1201.51","4","4","4","444"
"13158","94","4","1201.06","2","4","4","244"
"17320","100","3","1200.62","2","3","4","234"
"15605","36","5","1198.23","3","4","4","344"
"13118","19","5","1197.81","4","4","4","444"
"16794","1","10","1196.50","5","5","4","554"
"17720","26","4","1195.94","4","4","4","444"
"17526","4","4","1195.90","5","4","4","544"
"15145","4","4","1194.73","5","4","4","544"
"12611","52","1","1193.32","3","2","4","324"
"13882","2","5","1191.13","5","4","4","544"
"12462","18","2","1189.59","4","3","4","434"
"15737","14","8","1188.12","4","5","4","454"
"16612","32","4","1187.66","3","4","4","344"
"17800","37","9","1187.21","3","5","4","354"
"15630","45","2","1186.35","3","3","4","334"
"17058","81","3","1179.89","2","3","4","234"
"16950","56","3","1178.56","3","3","4","334"
"16042","22","5","1177.47","4","4","4","444"
"13752","124","6","1175.38","2","5","4","254"
"12885","63","3","1175.22","3","3","4","334"
"12640","23","3","1174.58","4","3","4","434"
"15306","64","3","1174.35","3","3","4","334"
"14857","59","2","1173.12","3","3","4","334"
"12358","1","2","1168.06","5","3","4","534"
"13500","23","3","1166.77","4","3","4","434"
"14487","26","6","1165.48","4","5","4","454"
"14737","3","3","1164.55","5","3","4","534"
"14261","50","2","1163.45","3","2","4","324"
"14447","18","5","1163.23","4","4","4","444"
"16800","11","1","1162.65","5","2","4","524"
"12546","46","2","1161.50","3","2","4","324"
"15088","21","2","1160.07","4","2","4","424"
"18168","176","6","1160.04","2","5","4","254"
"13499","17","5","1159.11","4","4","4","444"
"16184","64","6","1158.79","3","5","4","354"
"17867","30","6","1157.87","4","5","4","454"
"17348","14","5","1156.60","4","4","4","444"
"16637","32","4","1154.47","4","4","4","444"
"13611","89","3","1154.40","2","3","4","234"
"16062","9","4","1153.62","5","4","4","544"
"12710","96","3","1149.02","2","3","4","234"
"17505","161","2","1145.84","2","3","4","234"
"16766","273","2","1145.60","1","3","4","134"
"12769","238","1","1143.60","1","2","4","124"
"17770","198","5","1143.27","1","4","4","144"
"15985","123","2","1142.42","2","3","4","234"
"16270","353","1","1141.24","1","2","4","124"
"13330","92","3","1140.93","2","3","4","234"
"13819","301","3","1140.35","1","3","4","134"
"16172","95","5","1140.21","2","4","4","244"
"17135","16","7","1139.73","4","5","4","454"
"17500","17","3","1138.00","4","3","4","434"
"17302","14","5","1135.63","4","4","4","444"
"17242","108","2","1135.04","2","3","4","234"
"15489","22","3","1134.28","4","3","4","434"
"16989","7","6","1133.25","5","5","4","554"
"13282","18","3","1132.14","4","3","4","434"
"13310","28","3","1132.03","4","3","4","434"
"18125","29","4","1131.75","4","4","4","444"
"15500","8","4","1131.56","5","4","4","544"
"13447","23","3","1129.14","4","3","4","434"
"16714","218","3","1129.06","1","3","4","134"
"14824","10","4","1127.71","5","4","4","544"
"12609","78","3","1126.85","2","3","4","234"
"14708","2","3","1126.37","5","4","4","544"
"17470","44","5","1125.07","3","4","4","344"
"14129","1","5","1123.86","5","4","4","544"
"13772","33","3","1122.63","3","4","4","344"
"13486","78","3","1122.41","2","4","4","244"
"17562","14","7","1122.38","4","5","4","454"
"14723","10","6","1122.36","5","5","4","554"
"16807","142","3","1121.59","2","4","4","244"
"16086","59","5","1121.39","3","4","4","344"
"15730","65","3","1120.88","3","4","4","344"
"14276","98","3","1119.74","2","4","4","244"
"12842","70","2","1118.99","3","3","4","334"
"17894","71","8","1118.96","3","5","4","354"
"17788","73","2","1117.90","2","3","4","234"
"13591","64","3","1117.13","3","4","4","344"
"17585","109","4","1116.68","2","4","4","244"
"16350","21","4","1116.47","4","4","4","444"
"12679","58","4","1113.02","3","4","4","344"
"14817","200","2","1110.34","1","3","4","134"
"15069","179","1","1109.53","1","2","4","124"
"12399","119","4","1108.65","2","4","4","244"
"15933","21","3","1107.46","4","4","4","444"
"16833","1","4","1106.53","5","4","4","544"
"12857","210","2","1106.40","1","3","4","134"
"14102","5","5","1105.88","5","4","4","544"
"17609","40","5","1105.78","3","4","4","344"
"13064","12","4","1105.59","5","4","4","544"
"14948","23","6","1101.97","4","5","4","454"
"15716","145","4","1101.11","2","4","4","244"
"17047","85","3","1100.90","2","4","4","244"
"14410","92","9","1100.27","2","5","4","254"
"14744","16","7","1099.98","4","5","4","454"
"15978","77","1","1098.78","2","2","4","224"
"13104","3","6","1098.48","5","5","4","554"
"17966","37","5","1098.43","3","4","4","344"
"14971","35","3","1097.98","3","4","4","344"
"14161","215","3","1097.62","1","4","4","144"
"16225","44","5","1096.32","3","4","4","344"
"13211","10","3","1095.42","5","4","4","544"
"13652","45","3","1095.08","3","4","4","344"
"15745","19","4","1094.59","4","4","4","444"
"15608","28","4","1093.68","4","4","4","444"
"18189","77","2","1090.24","2","3","4","234"
"13853","57","1","1090.14","3","2","4","324"
"12534","130","1","1089.18","2","2","4","224"
"15763","31","2","1086.92","4","3","4","434"
"16533","19","3","1082.81","4","4","4","444"
"13610","12","7","1082.33","5","5","4","554"
"14561","75","3","1080.76","2","4","4","244"
"13744","95","2","1080.52","2","3","4","234"
"13726","38","2","1079.66","3","3","4","334"
"15197","10","3","1079.61","5","4","4","544"
"12354","232","1","1079.40","1","2","4","124"
"14352","157","4","1078.96","2","4","4","244"
"16094","11","4","1078.23","5","4","4","544"
"16563","53","1","1077.74","3","2","4","324"
"13715","281","5","1077.39","1","4","4","144"
"16049","40","3","1074.81","3","4","4","344"
"13131","23","3","1073.30","4","4","4","444"
"15712","9","5","1072.36","5","4","4","544"
"15238","29","3","1071.99","4","4","4","444"
"13467","10","2","1071.91","5","3","4","534"
"13521","1","3","1071.73","5","4","4","544"
"17041","26","3","1071.49","4","4","4","444"
"13635","67","1","1071.03","3","2","4","324"
"17522","1","5","1070.71","5","4","4","544"
"13761","50","2","1070.65","3","3","4","334"
"14212","89","1","1070.48","2","2","4","224"
"16200","4","2","1068.87","5","3","4","534"
"16918","49","6","1068.82","3","5","4","354"
"15436","12","3","1067.75","5","4","4","544"
"15027","30","4","1066.15","4","4","4","444"
"17277","227","2","1065.35","1","3","4","134"
"14488","67","1","1064.28","3","2","4","324"
"12951","8","6","1064.07","5","5","4","554"
"15801","46","3","1063.95","3","4","4","344"
"12936","17","4","1063.90","4","4","4","444"
"12815","147","2","1063.46","2","3","4","234"
"14411","310","1","1063.00","1","2","4","124"
"16214","170","3","1062.75","2","4","4","244"
"15706","63","4","1060.56","3","4","4","344"
"17727","15","1","1060.25","4","2","4","424"
"18130","15","3","1059.39","4","4","4","444"
"17214","60","6","1059.12","3","5","4","354"
"13455","24","2","1058.34","4","3","4","434"
"15977","17","2","1054.73","4","3","4","434"
"12716","3","2","1053.49","5","3","4","534"
"14419","10","6","1051.79","5","5","4","554"
"16416","26","3","1051.40","4","4","4","444"
"15329","39","3","1049.70","3","4","4","344"
"14078","101","6","1049.37","2","5","4","254"
"17287","26","7","1049.06","4","5","4","454"
"15839","33","3","1048.49","3","4","4","344"
"16728","46","4","1048.28","3","4","4","344"
"15777","241","4","1047.11","1","4","4","144"
"15407","33","4","1046.74","3","4","4","344"
"16520","186","3","1046.57","1","4","4","144"
"14293","3","4","1046.56","5","4","4","544"
"15464","338","1","1044.65","1","2","4","124"
"15192","119","3","1044.32","2","4","4","244"
"14389","65","2","1043.46","3","3","4","334"
"15073","9","3","1043.41","5","4","4","544"
"12497","81","1","1043.10","2","2","4","224"
"13719","15","5","1041.68","4","4","4","444"
"18221","22","5","1041.61","4","4","4","444"
"15434","8","5","1041.48","5","4","4","544"
"16320","172","2","1038.46","2","3","4","234"
"14465","246","3","1038.44","1","4","4","144"
"16175","94","4","1037.59","2","4","4","244"
"17042","2","5","1036.58","5","4","4","544"
"12691","28","6","1035.80","4","5","4","454"
"16260","50","1","1035.45","3","2","4","324"
"13639","74","1","1033.34","2","2","4","224"
"14584","169","4","1033.06","2","4","4","244"
"17724","71","3","1033.00","3","4","4","344"
"15996","88","6","1032.58","2","5","4","254"
"12599","29","7","1032.58","4","5","4","454"
"17405","1","3","1031.41","5","4","4","544"
"12724","5","4","1031.41","5","4","4","544"
"13235","212","1","1031.07","1","2","4","124"
"12717","151","2","1030.98","2","3","4","234"
"13253","156","2","1030.40","2","3","4","234"
"17033","86","3","1030.14","2","4","4","244"
"15333","208","1","1028.56","1","2","4","124"
"16980","255","2","1028.46","1","3","4","134"
"16682","4","5","1028.00","5","4","4","544"
"14904","2","2","1025.44","5","3","4","534"
"16160","65","2","1025.44","3","3","4","334"
"15658","190","5","1024.10","1","4","4","144"
"17096","15","4","1022.13","4","4","4","444"
"14346","120","2","1021.58","2","3","4","234"
"13165","46","2","1021.48","3","3","4","334"
"12572","8","2","1020.42","5","3","4","534"
"13376","99","3","1019.76","2","4","4","244"
"18142","157","2","1019.52","2","3","4","234"
"13956","5","5","1019.27","5","4","4","544"
"12828","2","6","1018.71","5","5","4","554"
"12514","267","1","1017.68","1","2","4","124"
"13728","36","6","1016.14","3","5","4","354"
"12642","25","3","1013.26","4","4","4","444"
"12739","78","2","1013.04","2","3","4","234"
"17197","29","1","1013.01","4","2","4","424"
"14195","201","2","1012.00","1","3","4","134"
"14775","58","3","1011.90","3","4","4","344"
"16229","87","2","1010.60","2","3","4","234"
"14446","0","4","1010.35","5","4","4","544"
"12849","31","2","1010.29","4","3","4","434"
"13032","52","2","1010.18","3","3","4","334"
"14224","110","4","1009.73","2","4","4","244"
"16572","127","3","1009.60","2","4","4","244"
"16174","126","3","1009.55","2","4","4","244"
"17951","39","3","1008.54","3","4","4","344"
"17646","219","3","1008.39","1","4","4","144"
"14631","50","3","1006.98","3","4","4","344"
"13429","10","4","1006.80","5","4","4","544"
"13867","31","3","1005.09","4","4","4","444"
"14214","30","5","1004.38","4","4","4","444"
"13410","24","5","1003.06","4","4","4","444"
"14083","4","9","1002.90","5","5","4","554"
"12446","57","1","1002.31","3","2","4","324"
